"","year","yday","hour","X","datetime","do","wtemp","do_eq","o2_sat","par","wspeed","PAR_Kd","par_int","z","k","series","unique_series","series_length","unique_day","index"
"1",2021,182,0,481,2021-07-01 00:00:00,8.78575,14.4723333333333,8.11060979683461,1.08324160822394,0,0,0.07549272,1e-05,3,0.00771323454851219,1,1,3580,1,1
"2",2021,182,1,484,2021-07-01 01:00:00,8.78991666666667,14.4045,8.12276195151918,1.08213397353381,0,0,0.07549272,1e-05,3,0.00769930402102102,1,1,3580,1,2
"3",2021,182,2,487,2021-07-01 02:00:00,8.645,14.9835833333333,8.02002866503234,1.07792632184627,0,0,0.07549272,1e-05,3,0.0078187044493366,1,1,3580,1,3
"4",2021,182,3,490,2021-07-01 03:00:00,8.59741666666667,15.2350833333333,7.97611226093242,1.07789564457078,0,0,0.07549272,1e-05,3,0.00787089094278636,1,1,3580,1,4
"5",2021,182,4,493,2021-07-01 04:00:00,8.35875,15.99975,7.84512247187897,1.06547093814815,15.855,0,0.07549272,14.1877951246715,3,0.00803073417068735,1,1,3580,1,5
"6",2021,182,5,496,2021-07-01 05:00:00,8.30025,16.0778333333333,7.83195699615043,1.05979259131271,86.674,0,0.07549272,77.5599466815377,3,0.00804715279238437,1,1,3580,1,6
"7",2021,182,6,499,2021-07-01 06:00:00,8.23083333333333,16.2135833333333,7.80915965537732,1.05399731809371,516.873,0,0.07549272,462.522121064291,3,0.00807573831840811,1,1,3580,1,7
"8",2021,182,7,502,2021-07-01 07:00:00,8.09716666666667,16.6784166666667,7.73196370026667,1.04723288682633,1127.819,0,0.07549272,1009.2251598683,3,0.00817400991372301,1,1,3580,1,8
"9",2021,182,8,505,2021-07-01 08:00:00,8.09408333333333,17.2069166666667,7.64579085835596,1.05863258402987,1546.391,0,0.07549272,1383.78295115963,3,0.00828644987461439,1,1,3580,1,9
"10",2021,182,9,508,2021-07-01 09:00:00,8.24433333333333,16.7660833333333,7.71755315177471,1.068257408948,1858.206,0,0.07549272,1662.8095886115,3,0.00819260995368662,1,1,3580,1,10
