"","year","yday","hour","X","datetime","do","wtemp","do_eq","o2_sat","par","wspeed","PAR_Kd","par_int","z","k","series","unique_series","series_length","unique_day","index"
"1",2021,182,0,481,2021-07-01 00:00:00,7.87458333333333,19.0248333333333,7.36170919195023,1.06966780784331,0,0,0.07549272,1e-05,3,0.00867853647939511,1,1,4386,1,1
"2",2021,182,1,484,2021-07-01 01:00:00,7.809,19.0419166666667,7.35912645887071,1.06113137797585,0,0,0.07549272,1e-05,3,0.00868225775645514,1,1,4386,1,2
"3",2021,182,2,487,2021-07-01 02:00:00,8.28391666666667,17.9346666666667,7.52982502885136,1.10014729889817,0,0,0.07549272,1e-05,3,0.00844245457570906,1,1,4386,1,3
"4",2021,182,3,490,2021-07-01 03:00:00,8.55941666666667,17.00725,7.67815005145888,1.11477590426099,0,0,0.07549272,1e-05,3,0.0082438836396477,1,1,4386,1,4
"5",2021,182,4,493,2021-07-01 04:00:00,8.50458333333333,16.56525,7.75063512928848,1.09727566727994,0,0,0.07549272,1e-05,3,0.00815003034084212,1,1,4386,1,5
"6",2021,182,5,496,2021-07-01 05:00:00,8.39216666666667,16.4865833333333,7.76366057821439,1.08095486428347,10.9223333333333,0,0.07549272,9.77381441921815,3,0.00813338176560553,1,1,4386,1,6
"7",2021,182,6,499,2021-07-01 06:00:00,8.36666666666667,16.3589166666667,7.78488043632284,1.0747328408063,46.3318333333333,0,0.07549272,41.4598901976512,3,0.00810639937170758,1,1,4386,1,7
"8",2021,182,7,502,2021-07-01 07:00:00,8.4905,17.0615833333333,7.66932095580833,1.10707324011127,152.031833333333,0,0.07549272,136.045191028795,3,0.00825545647857153,1,1,4386,1,8
"9",2021,182,8,505,2021-07-01 08:00:00,8.15608333333333,18.3153333333333,7.47037396917176,1.09179050031381,727.920666666667,0.0449219933262507,0.07549272,651.377438390475,3,0.00873225266829696,1,1,4386,1,9
"10",2021,182,9,508,2021-07-01 09:00:00,7.87225,18.86975,7.38522712750018,1.06594555104288,1352.07916666667,0.202148969968128,0.07549272,1209.90363979838,3,0.00959251768090849,1,1,4386,1,10
"11",2021,182,10,511,2021-07-01 10:00:00,7.78875,19.13825,7.34459158591832,1.06047421546669,1705.64566666667,0.29199295662063,0.07549272,1526.29147107855,3,0.0100814610688007,1,1,4386,1,11
"12",2021,182,11,514,2021-07-01 11:00:00,7.771,19.3201666666667,7.31727847419842,1.06200686872878,1886.92116666667,0.426758936599382,0.07549272,1688.50526200396,3,0.010766453008864,1,1,4386,1,12
"13",2021,182,12,517,2021-07-01 12:00:00,7.77775,19.4884166666667,7.29217276525796,1.06658882755157,1968.31016666667,0.33691494994688,0.07549272,1761.33594364394,3,0.0103839657166396,1,1,4386,1,13
