"","year","yday","hour","X","datetime","do","wtemp","do_eq","o2_sat","par","wspeed","PAR_Kd","par_int","z","k","series","unique_series","series_length","unique_day","index"
"1",2021,182,0,481,2021-07-01 00:00:00,8.61158333333333,14.4711666666667,8.11081853469626,1.06174035289964,0,0,0.07549272,1e-05,3,0.00771299482995221,1,1,3580,1,1
"2",2021,182,1,484,2021-07-01 01:00:00,8.60758333333333,14.3921666666667,8.12497483646189,1.05939815280482,0,0,0.07549272,1e-05,3,0.00769677281791844,1,1,3580,1,2
"3",2021,182,2,487,2021-07-01 02:00:00,8.52308333333333,14.6094166666667,8.08614797730241,1.05403504329347,0,0,0.07549272,1e-05,3,0.00774143230045719,1,1,3580,1,3
"4",2021,182,3,490,2021-07-01 03:00:00,8.45075,14.9786666666667,8.02089139213442,1.05359237357173,0,0,0.07549272,1e-05,3,0.00781768619677324,1,1,3580,1,4
"5",2021,182,4,493,2021-07-01 04:00:00,8.17058333333333,15.8640833333333,7.86808864248277,1.03844576549599,15.855,0,0.07549272,14.1877951246715,3,0.00800224916113691,1,1,3580,1,5
"6",2021,182,5,496,2021-07-01 05:00:00,8.11375,16.11325,7.82599811425731,1.03676871391247,86.674,0,0.07549272,77.5599466815377,3,0.00805460560948165,1,1,3580,1,6
"7",2021,182,6,499,2021-07-01 06:00:00,8.05941666666667,16.3269166666667,7.79021505016024,1.03455637806826,516.873,0,0.07549272,462.522121064291,3,0.00809964324498936,1,1,3580,1,7
"8",2021,182,7,502,2021-07-01 07:00:00,7.932,16.80925,7.71047458815011,1.02873045093623,1127.819,0,0.07549272,1009.2251598683,3,0.00820177611369399,1,1,3580,1,8
"9",2021,182,8,505,2021-07-01 08:00:00,7.91333333333333,17.27775,7.63436799117437,1.03654072511064,1546.391,0,0.07549272,1383.78295115963,3,0.00830157540507213,1,1,3580,1,9
"10",2021,182,9,508,2021-07-01 09:00:00,8.143,16.494,7.76243092035341,1.04902704881389,1858.206,0,0.07549272,1662.8095886115,3,0.00813495066295893,1,1,3580,1,10
"11",2021,182,10,511,2021-07-01 10:00:00,8.51758333333333,15.06475,8.0058096447267,1.06392528817416,2054.808,0,0.07549272,1838.73824815743,3,0.00783552516298984,1,1,3580,1,11
"12",2021,182,11,514,2021-07-01 11:00:00,8.52116666666667,15.0714166666667,8.00464370643647,1.06452791394261,2133.026,0,0.07549272,1908.73137077247,3,0.00783690765367201,1,1,3580,1,12
"13",2021,182,12,517,2021-07-01 12:00:00,8.49133333333333,15.2231666666667,7.97818367972403,1.06431910748225,2105.544,0,0.07549272,1884.13919255638,3,0.00786841381327583,1,1,3580,1,13
"14",2021,182,13,520,2021-07-01 13:00:00,8.55733333333333,15.2124166666667,7.98005310499338,1.07234039933628,1967.077,0,0.07549272,1760.23244846758,3,0.00786617957387703,1,1,3580,1,14
"15",2021,182,14,523,2021-07-01 14:00:00,8.50675,15.1981666666667,7.98253235474785,1.06567059448752,1715.511,0,0.07549272,1535.11943248946,3,0.00786321845497401,1,1,3580,1,15
"16",2021,182,15,526,2021-07-01 15:00:00,8.51341666666667,15.2919166666667,7.96624604014973,1.06868613193206,1374.1,0,0.07549272,1229.60891080486,3,0.00788271092786313,1,1,3580,1,16
"17",2021,182,16,529,2021-07-01 16:00:00,8.45633333333333,15.6204166666667,7.90963212828582,1.0691184110943,1004.15,0,0.07549272,898.560357895863,3,0.0079512227887067,1,1,3580,1,17
"18",2021,182,17,532,2021-07-01 17:00:00,8.35616666666667,15.95175,7.85323476037743,1.06404136914724,528.5,0,0.07549272,472.926504155717,3,0.00802064986462227,1,1,3580,1,18
"19",2021,182,18,535,2021-07-01 18:00:00,8.23491666666667,16.4609166666667,7.76791863621648,1.0601188107549,258.965,0,0.07549272,231.733987036301,3,0.00812795349113678,1,1,3580,1,19
"20",2021,182,19,538,2021-07-01 19:00:00,8.23416666666667,16.5141666666667,7.75908906627232,1.06122852777389,78.218,0,0.07549272,69.9931226150461,3,0.00813921741750017,1,1,3580,1,20
"21",2021,182,20,541,2021-07-01 20:00:00,8.24891666666667,16.37875,7.78157727201545,1.06005715529317,9.513,0,0.07549272,8.51267707480291,3,0.0081105881926768,1,1,3580,1,21
"22",2021,182,21,544,2021-07-01 21:00:00,8.27883333333333,16.1115833333333,7.82627835554501,1.05782505518318,0,0,0.07549272,1e-05,3,0.00805425480866324,1,1,3580,1,22
"23",2021,182,22,547,2021-07-01 22:00:00,8.60475,14.6354166666667,8.08152288281405,1.06474362874089,0,0,0.07549272,1e-05,3,0.00774678731114972,1,1,3580,1,23
"24",2021,182,23,550,2021-07-01 23:00:00,8.59591666666667,14.5403333333333,8.09845948298536,1.06142614959382,0,0,0.07549272,1e-05,3,0.00772721437905537,1,1,3580,1,24
"25",2021,183,0,553,2021-07-02 00:00:00,8.56891666666667,14.7361666666667,8.0636440200225,1.06266058439454,0,0,0.0758159826,1e-05,3,0.00776755850897401,1,1,3580,2,25
"26",2021,183,1,555,2021-07-02 01:00:00,8.51966666666667,14.94075,8.02755005189625,1.06130346264913,0,0,0.0758159826,1e-05,3,0.00780983611739065,1,1,3580,2,26
"27",2021,183,2,557,2021-07-02 02:00:00,8.46933333333333,15.04925,8.00852159313559,1.05754017577885,0,0,0.0758159826,1e-05,3,0.00783231140663422,1,1,3580,2,27
"28",2021,183,3,559,2021-07-02 03:00:00,8.42825,15.1801666666667,7.98566595379002,1.05542230901857,0,0,0.0758159826,1e-05,3,0.00785947898710616,1,1,3580,2,28
"29",2021,183,4,561,2021-07-02 04:00:00,8.25391666666667,15.60325,7.91257330370178,1.04313936185655,13.741,0,0.0758159826,12.2903534910975,3,0.0079476345064572,1,1,3580,2,29
"30",2021,183,5,563,2021-07-02 05:00:00,8.0065,16.5930833333333,7.74603563644055,1.03362550545651,83.503,0,0.0758159826,74.6875327535923,3,0.00815592488569848,1,1,3580,2,30
"31",2021,183,6,565,2021-07-02 06:00:00,7.88016666666667,17.16275,7.65292837011832,1.02969298620847,525.329,0,0.0758159826,469.869668082726,3,0.00827702521166293,1,1,3580,2,31
"32",2021,183,7,567,2021-07-02 07:00:00,7.86383333333333,17.39125,7.61612613348876,1.0325240411599,1130.99,0,0.0758159826,1011.59063349802,3,0.00832583864796346,1,1,3580,2,32
"33",2021,183,8,569,2021-07-02 08:00:00,8.12983333333333,16.4539166666667,7.76908062888521,1.04643441375893,1536.878,0,0.0758159826,1374.6287673889,3,0.00812647336756622,1,1,3580,2,33
"34",2021,183,9,571,2021-07-02 09:00:00,8.27841666666667,16.05125,7.83643484541324,1.05640087998845,1896.258,0,0.0758159826,1696.06878177145,3,0.00804156114416952,1,1,3580,2,34
"35",2021,183,10,573,2021-07-02 10:00:00,8.32508333333333,15.95875,7.85205081040249,1.06024318160348,2045.295,0,0.0758159826,1829.37184655951,3,0.00802212007962208,1,1,3580,2,35
"36",2021,183,11,575,2021-07-02 11:00:00,8.47283333333333,15.49075,7.93189515318555,1.06819784801751,2044.238,0,0.0758159826,1828.4264347525,3,0.00792414079564301,1,1,3580,2,36
"37",2021,183,12,577,2021-07-02 12:00:00,8.4575,15.5719166666667,7.91794656803732,1.06814310090709,2032.611,0,0.0758159826,1818.02690487542,3,0.00794108727898682,1,1,3580,2,37
"38",2021,183,13,579,2021-07-02 13:00:00,8.45141666666667,15.7151666666667,7.89343269358643,1.07068964729801,1957.564,0,0.0758159826,1750.90266657788,3,0.00797104371170147,1,1,3580,2,38
"39",2021,183,14,581,2021-07-02 14:00:00,8.38116666666667,15.8399166666667,7.87219193288059,1.06465476682043,1729.252,0,0.0758159826,1546.69371626426,3,0.00799718064173201,1,1,3580,2,39
"40",2021,183,15,583,2021-07-02 15:00:00,8.3265,15.9929166666667,7.84627645694489,1.06120400494301,1436.463,0,0.0758159826,1284.81464572319,3,0.00802929815330113,1,1,3580,2,40
"41",2021,183,16,585,2021-07-02 16:00:00,8.245,16.173,7.81596297079182,1.05489240811548,1013.663,0,0.0758159826,906.64992292019,3,0.00806718702421612,1,1,3580,2,41
"42",2021,183,17,587,2021-07-02 17:00:00,8.22358333333333,16.2671666666667,7.8001927925106,1.05427949694131,522.158,0,0.0758159826,467.033432661703,3,0.00808703593999358,1,1,3580,2,42
"43",2021,183,18,589,2021-07-02 18:00:00,8.2315,16.3725,7.78261792234167,1.05767751701773,175.462,0,0.0758159826,156.938359963244,3,0.00810926806814193,1,1,3580,2,43
"44",2021,183,19,591,2021-07-02 19:00:00,8.15883333333333,16.5283333333333,7.75674297688914,1.05183752480161,30.653,0,0.0758159826,27.4169424032174,3,0.00814221539160475,1,1,3580,2,44
"45",2021,183,20,593,2021-07-02 20:00:00,8.15525,16.6069166666667,7.74375142416744,1.05313943504802,2.114,0,0.0758159826,1.89082361401499,3,0.00815885529512849,1,1,3580,2,45
"46",2021,183,21,595,2021-07-02 21:00:00,8.18475,16.8575833333333,7.7025621498214,1.06260096845694,0,0,0.0758159826,1e-05,3,0.00821204529021948,1,1,3580,2,46
"47",2021,183,22,597,2021-07-02 22:00:00,8.077,17.1250833333333,7.65902459480444,1.0545729289705,0,0,0.0758159826,1e-05,3,0.0082689915672086,1,1,3580,2,47
"48",2021,183,23,599,2021-07-02 23:00:00,8.075,17.083,7.66584561545456,1.05337367918297,0,0,0.0758159826,1e-05,3,0.00826002028746282,1,1,3580,2,48
"49",2021,184,0,601,2021-07-03 00:00:00,8.03508333333333,17.08175,7.66604838122616,1.04813887595739,0,0,0.0761392452,1e-05,3,0.00825975388438675,1,1,3580,3,49
"50",2021,184,1,603,2021-07-03 01:00:00,7.99866666666667,17.1055,7.66219742240675,1.04391289152587,0,0,0.0761392452,1e-05,3,0.00826481623952387,1,1,3580,3,50
"51",2021,184,2,605,2021-07-03 02:00:00,7.97825,17.1385,7.65685218608366,1.0419751885116,0,0,0.0761392452,1e-05,3,0.0082718526864403,1,1,3580,3,51
"52",2021,184,3,607,2021-07-03 03:00:00,7.93158333333333,17.1449166666667,7.65581358592119,1.03602095901594,0,0,0.0761392452,1e-05,3,0.00827322121306881,1,1,3580,3,52
"53",2021,184,4,609,2021-07-03 04:00:00,7.8905,17.1013333333333,7.66287278638164,1.0297052058626,13.741,0,0.0761392452,12.2846215098843,3,0.00826392800071781,1,1,3580,3,53
"54",2021,184,5,611,2021-07-03 05:00:00,7.93883333333333,17.0094166666667,7.67779763330338,1.03399877315048,81.389,0,0.0761392452,72.7627581739301,3,0.0082443449850395,1,1,3580,3,54
