"","year","yday","hour","X","datetime","do","wtemp","do_eq","o2_sat","par","wspeed","PAR_Kd","par_int","z","k","series","unique_series","series_length","unique_day","index"
"1",2022,1,0,9373,2022-01-01 00:00:00,9.42908333333333,4.92233333333333,10.1951739218481,0.924857526277891,0,0.29199295662063,0.0605256542281629,1e-05,3,0.0068707331667056,1,1,3313,1,1
"2",2022,1,1,9374,2022-01-01 01:00:00,9.40691666666667,4.95566666666667,10.1863376838459,0.923483685562941,0,0.269531959957504,0.0605256542281629,1e-05,3,0.00680479796980355,1,1,3313,1,2
"3",2022,1,2,9375,2022-01-01 02:00:00,9.344,5.104,10.1471733686362,0.920847576023615,0,0.33691494994688,0.0605256542281629,1e-05,3,0.00705083804387859,1,1,3313,1,3
"4",2022,1,3,9376,2022-01-01 03:00:00,9.414,4.69533333333333,10.2556955952235,0.917928960799551,0,0.471181796666452,0.0605256542281629,1e-05,3,0.00740019825476578,1,1,3313,1,4
"5",2022,1,4,9377,2022-01-01 04:00:00,9.38716666666667,4.75566666666667,10.2395505519475,0.916755732494655,0,0.516602923251884,0.0605256542281629,1e-05,3,0.00755807885795543,1,1,3313,1,5
"6",2022,1,5,9378,2022-01-01 05:00:00,9.32275,4.939,10.1907541799087,0.91482434326402,0,0.493642793329578,0.0605256542281629,1e-05,3,0.00752288920644026,1,1,3313,1,6
"7",2022,1,6,9379,2022-01-01 06:00:00,9.3335,4.88233333333333,10.2057945643406,0.914529480400436,0,0.604949510126843,0.0605256542281629,1e-05,3,0.00786867196447586,1,1,3313,1,7
"8",2022,1,7,9380,2022-01-01 07:00:00,9.29125,5.0365,10.1649636240024,0.914046556749173,0,0.359375946610006,0.0605256542281629,1e-05,3,0.00711007094911439,1,1,3313,1,8
"9",2022,1,8,9381,2022-01-01 08:00:00,9.31241666666667,5.0365,10.1649636240024,0.916128872776029,31.1815,0.29199295662063,0.0605256542281629,28.5144184452343,3,0.00689262397866063,1,1,3313,1,9
"10",2022,1,9,9382,2022-01-01 09:00:00,9.273,5.04216666666667,10.1634680882209,0.912385410128565,65.8863333333333,0.247070963294379,0.0605256542281629,60.2508050763708,3,0.00674872486093358,1,1,3313,1,10
"11",2022,1,10,9383,2022-01-01 10:00:00,9.41225,4.569,10.2896419749477,0.914730563309792,376.8205,0.179687973305003,0.0605256542281629,344.589497482238,3,0.006445716345283,1,1,3313,1,11
"12",2022,1,11,9384,2022-01-01 11:00:00,9.44041666666667,4.78525,10.2316498446347,0.922668075043346,1073.03116666667,0.0449219933262507,0.0605256542281629,981.250411016509,3,0.00605279928823153,1,1,3313,1,12
