"","datetime","do.obs","wtr","do_eq","o2_sat","par","wspeed","yday","year","PAR_Kd","par_int"
"10773",2022-05-09 12:00:00,9.96791666666667,5.93608333333333,9.93213939504469,1.00360217171739,1436.463,0.134765979978752,129,2022,0.0632183728801571,1308.46480415155
"10774",2022-05-09 13:00:00,9.91566666666667,5.92725,9.93438140240608,0.998116164964748,1250.431,0.134765979978752,129,2022,0.0632183728801571,1139.00946527689
"10775",2022-05-09 14:00:00,9.77808333333333,5.92058333333333,9.93607405386708,0.984099281096616,1013.663,0.202148969968128,129,2022,0.0632183728801571,923.339033981854
"10776",2022-05-09 15:00:00,9.89825,5.86741666666667,9.94959053318077,0.994839935069735,851.942,0.202148969968128,129,2022,0.0632183728801571,776.028426891944
"10777",2022-05-09 16:00:00,9.77858333333333,5.82666666666667,9.95997153767252,0.981788280854708,478.821,0,129,2022,0.0632183728801571,436.154934717185
"10778",2022-05-09 17:00:00,9.72691666666667,5.83566666666667,9.95767721539264,0.97682586573812,105.7,0,129,2022,0.0632183728801571,96.2814425424248
"10779",2022-05-09 18:00:00,9.49433333333333,5.73325,9.98383896087517,0.950970199994199,46.508,0,129,2022,0.0632183728801571,42.3638347186669
"10780",2022-05-09 19:00:00,9.36441666666667,5.6695,10.0001826187552,0.936424565797812,11.627,0,129,2022,0.0632183728801571,10.5909586796667
"10781",2022-05-09 20:00:00,9.24066666666667,5.6835,9.99658952690461,0.924381924635049,0,0,129,2022,0.0632183728801571,0
"10782",2022-05-09 21:00:00,9.20116666666667,5.598,10.018567339589,0.918411420993068,0,0,129,2022,0.0632183728801571,0
"10783",2022-05-09 22:00:00,9.15683333333333,5.55675,10.0292000582818,0.913017317445164,0,0,129,2022,0.0632183728801571,0
"10784",2022-05-09 23:00:00,9.16733333333333,5.46558333333333,10.0527675778867,0.911921345272015,0,0,129,2022,0.0632183728801571,0
"10785",2022-05-10 00:00:00,9.16191666666667,5.45283333333333,10.0560710828749,0.911083124926301,0,0,130,2022,0.0493572062308634,0
"10786",2022-05-10 01:00:00,9.17966666666667,5.49333333333333,10.0455839652004,0.913801198463583,0,0,130,2022,0.0493572062308634,0
"10787",2022-05-10 02:00:00,9.19058333333333,5.543,10.0327485599951,0.916058374071108,0,0,130,2022,0.0493572062308634,0
"10788",2022-05-10 03:00:00,9.16925,5.55691666666667,10.0291570592222,0.914259288777263,0,0,130,2022,0.0493572062308634,0
