"","datetime","do.obs","wtr","do_eq","o2_sat","par","wspeed","yday","year","PAR_Kd","par_int"
"28",2021-07-02 03:00:00,8.0935,18.021,7.51627016032868,1.07679737786941,0,0.0224609966631254,183,2021,0.0758159826,0
"29",2021-07-02 04:00:00,8.15625,17.6891666666667,7.56860239711983,1.07764281594496,0,0,183,2021,0.0758159826,0
"30",2021-07-02 05:00:00,8.39491666666667,17.0663333333333,7.66854992454409,1.09472022080703,8.27983333333333,0,183,2021,0.0758159826,7.40572582155873
"31",2021-07-02 06:00:00,8.33216666666667,17.1981666666667,7.64720397608618,1.08957034397441,33.824,0,183,2021,0.0758159826,30.2531778242399
"32",2021-07-02 07:00:00,8.39208333333333,16.8286666666667,7.70729427563712,1.08884947599067,152.208,0,183,2021,0.0758159826,136.13930020908
"33",2021-07-02 08:00:00,7.923,18.7399166666667,7.40501593566736,1.06995043208991,660.801166666667,0.0449219933262507,183,2021,0.0758159826,591.039948014187
"34",2021-07-02 09:00:00,7.71241666666667,19.37725,7.30874401353243,1.05523146690961,1275.799,0.157226976641878,183,2021,0.0758159826,1141.11205105805
"35",2021-07-02 10:00:00,7.68241666666667,19.6518333333333,7.26792998383783,1.05702953712413,1681.86316666667,0.179687973305003,183,2021,0.0758159826,1504.30775358343
"36",2021-07-02 11:00:00,7.66816666666667,19.8166666666667,7.24361724721453,1.05861013979105,1880.22683333333,0.29199295662063,183,2021,0.0758159826,1681.73003603184
"37",2021-07-02 12:00:00,7.68308333333333,19.9478333333333,7.22437008386587,1.06349525898347,1955.09766666667,0.33691494994688,183,2021,0.0758159826,1748.69670569487
"38",2021-07-02 13:00:00,7.68091666666667,20.072,7.20623094719623,1.06587156628045,1932.01983333333,0.471680929925633,183,2021,0.0758159826,1728.0552145752
"39",2021-07-02 14:00:00,8.17091666666667,19.2953333333333,7.32099664002028,1.11609348678024,1632.5365,0.449219933262507,183,2021,0.0758159826,1460.18853592308
"40",2021-07-02 15:00:00,8.58208333333333,18.4679166666667,7.44677170183928,1.15245688695058,582.230833333333,0.224609966631254,183,2021,0.0758159826,520.76433702663
"41",2021-07-02 16:00:00,8.11916666666667,19.4311666666667,7.3006987393616,1.1121081634135,332.4265,0.0449219933262507,183,2021,0.0758159826,297.332013303858
"42",2021-07-02 17:00:00,8.39491666666667,18.6040833333333,7.42581750439994,1.13050403698886,255.441666666667,0.247070963294379,183,2021,0.0758159826,228.474520026812
"43",2021-07-02 18:00:00,8.2635,18.88275,7.38325073693397,1.11922245287739,162.073333333333,0.0449219933262507,183,2021,0.0758159826,144.96314374115
"44",2021-07-02 19:00:00,8.18641666666667,18.9235833333333,7.37704877912007,1.10971431961212,37.3473333333333,0,183,2021,0.0758159826,33.4045505142649
"45",2021-07-02 20:00:00,7.9745,19.7870833333333,7.24797044420773,1.1002390340006,0,0,183,2021,0.0758159826,0
"46",2021-07-02 21:00:00,7.80116666666667,19.9736666666667,7.22058970905091,1.0804057536863,0,0,183,2021,0.0758159826,0
"47",2021-07-02 22:00:00,7.76466666666667,19.8349166666667,7.2409339963459,1.07232943575857,0,0,183,2021,0.0758159826,0
"48",2021-07-02 23:00:00,7.69683333333333,19.6321666666667,7.27084017382325,1.05858926194579,0,0,183,2021,0.0758159826,0
"49",2021-07-03 00:00:00,7.67466666666667,19.5091666666667,7.28908679923727,1.05289824062319,0,0.0224609966631254,184,2021,0.0761392452,0
"50",2021-07-03 01:00:00,7.70958333333333,19.4968333333333,7.29092075679024,1.05742245602562,0,0,184,2021,0.0761392452,0
"51",2021-07-03 02:00:00,7.62641666666667,19.4025,7.30497438743193,1.04400320414371,0,0,184,2021,0.0761392452,0
"52",2021-07-03 03:00:00,8.05191666666667,18.1869166666667,7.49033851449503,1.0749736678903,0,0,184,2021,0.0761392452,0
"53",2021-07-03 04:00:00,8.11691666666667,17.9385,7.52922227383504,1.07805512594228,0,0,184,2021,0.0761392452,0
"54",2021-07-03 05:00:00,8.48833333333333,16.03725,7.83879487482069,1.08286203031018,7.57516666666667,0,184,2021,0.0761392452,6.77229134519263
"55",2021-07-03 06:00:00,8.23575,17.416,7.61215832110604,1.08192048202215,28.7151666666667,0,184,2021,0.0761392452,25.6717090527069
