"","datetime","do.obs","wtr","do_eq","o2_sat","par","wspeed","yday","year","PAR_Kd","par_int"
"1",2021-07-01 00:00:00,8.6735,14.553,8.09619968635416,1.0713050981955,0,0,182,2021,0.07549272,0
"2",2021-07-01 01:00:00,8.59066666666667,14.8958333333333,8.03545045122391,1.0690958420829,0,0,182,2021,0.07549272,0
"3",2021-07-01 02:00:00,8.51475,15.3255833333333,7.960411538298,1.06963690998073,0,0,182,2021,0.07549272,0
"4",2021-07-01 03:00:00,8.4935,15.4335,7.9417593497045,1.06947335294364,0,0,182,2021,0.07549272,0
"5",2021-07-01 04:00:00,8.28966666666667,16.06675,7.83382339578967,1.05818911760533,15.855,0,182,2021,0.07549272,14.1877951246715
"6",2021-07-01 05:00:00,8.20633333333333,16.22175,7.80779185402022,1.05104407068791,86.674,0,182,2021,0.07549272,77.5599466815377
"7",2021-07-01 06:00:00,8.17408333333333,16.3119166666667,7.7927178371711,1.04893870202038,516.873,0,182,2021,0.07549272,462.522121064291
"8",2021-07-01 07:00:00,8.08125,16.8024166666667,7.7115943818317,1.04793504428075,1127.819,0,182,2021,0.07549272,1009.2251598683
"9",2021-07-01 08:00:00,8.029,17.1070833333333,7.66194081117815,1.04790681602321,1546.391,0,182,2021,0.07549272,1383.78295115963
"10",2021-07-01 09:00:00,8.10966666666667,17.1659166666667,7.65241623932422,1.0597524249913,1858.206,0,182,2021,0.07549272,1662.8095886115
"11",2021-07-01 10:00:00,8.36908333333333,16.0495,7.83672978155216,1.06793057392822,2054.808,0,182,2021,0.07549272,1838.73824815743
"12",2021-07-01 11:00:00,8.59133333333333,15.1098333333333,7.99793073678472,1.07419451556631,2133.026,0,182,2021,0.07549272,1908.73137077247
"13",2021-07-01 12:00:00,8.60816666666667,15.1695,7.98752391095455,1.07770152085065,2105.544,0,182,2021,0.07549272,1884.13919255638
"14",2021-07-01 13:00:00,8.70216666666667,15.1076666666667,7.99830908190795,1.0880007983626,1967.077,0,182,2021,0.07549272,1760.23244846758
"15",2021-07-01 14:00:00,8.64641666666667,15.1443333333333,7.9919105090306,1.08189608190638,1715.511,0,182,2021,0.07549272,1535.11943248946
"16",2021-07-01 15:00:00,8.5915,15.3928333333333,7.9487791968318,1.08085780058205,1374.1,0,182,2021,0.07549272,1229.60891080486
"17",2021-07-01 16:00:00,8.5405,15.6079166666667,7.91177357269913,1.07946719171418,1004.15,0,182,2021,0.07549272,898.560357895863
"18",2021-07-01 17:00:00,8.45325,15.9045,7.861234545536,1.07530820395127,528.5,0,182,2021,0.07549272,472.926504155717
"19",2021-07-01 18:00:00,8.35158333333333,16.4310833333333,7.77287303798069,1.07445255988679,258.965,0,182,2021,0.07549272,231.733987036301
"20",2021-07-01 19:00:00,8.34441666666667,16.57925,7.7483210191916,1.07693223422192,78.218,0,182,2021,0.07549272,69.9931226150461
"21",2021-07-01 20:00:00,8.37058333333333,16.32175,7.79107696354677,1.07438077848518,9.513,0,182,2021,0.07549272,8.51267707480291
"22",2021-07-01 21:00:00,8.39708333333333,16.1144166666667,7.82580195573195,1.07299972332969,0,0,182,2021,0.07549272,0
"23",2021-07-01 22:00:00,8.69058333333333,14.6791666666667,8.07375064840574,1.07639976905274,0,0,182,2021,0.07549272,0
"24",2021-07-01 23:00:00,8.70933333333333,14.6388333333333,8.0809154399747,1.07776568113186,0,0,182,2021,0.07549272,0
"25",2021-07-02 00:00:00,8.67558333333333,14.6688333333333,8.07558520324334,1.0742977895706,0,0,183,2021,0.0758159826,0
"26",2021-07-02 01:00:00,8.668,14.7825,8.05544489012806,1.07604236863722,0,0,183,2021,0.0758159826,0
"27",2021-07-02 02:00:00,8.62133333333333,15.0248333333333,8.0127968827818,1.07594557299452,0,0,183,2021,0.0758159826,0
"28",2021-07-02 03:00:00,8.55566666666667,15.15575,7.98992004318876,1.07080754505925,0,0,183,2021,0.0758159826,0
"29",2021-07-02 04:00:00,8.39191666666667,15.5128333333333,7.92809587848018,1.05850342822486,13.741,0,183,2021,0.0758159826,12.2903534910975
"30",2021-07-02 05:00:00,8.13666666666667,16.35375,7.78574132447598,1.04507282319893,83.503,0,183,2021,0.0758159826,74.6875327535923
"31",2021-07-02 06:00:00,7.99591666666667,17.0365833333333,7.67338123348003,1.04203302603803,525.329,0,183,2021,0.0758159826,469.869668082726
"32",2021-07-02 07:00:00,7.94566666666667,17.5318333333333,7.5936359765023,1.04635864706363,1130.99,0,183,2021,0.0758159826,1011.59063349802
"33",2021-07-02 08:00:00,8.13375,16.8165,7.7092868229905,1.0550586826973,1536.878,0,183,2021,0.0758159826,1374.6287673889
"34",2021-07-02 09:00:00,8.33691666666667,16.093,7.82940422759277,1.06482133561137,1896.258,0,183,2021,0.0758159826,1696.06878177145
"35",2021-07-02 10:00:00,8.38908333333333,15.9095,7.86038733740145,1.06726080703634,2045.295,0,183,2021,0.0758159826,1829.37184655951
"36",2021-07-02 11:00:00,8.54225,15.41,7.94581458526526,1.0750628407364,2044.238,0,183,2021,0.0758159826,1828.4264347525
"37",2021-07-02 12:00:00,8.59241666666667,15.55725,7.92046389329071,1.08483755275308,2032.611,0,183,2021,0.0758159826,1818.02690487542
"38",2021-07-02 13:00:00,8.542,15.68925,7.89785793903584,1.08155908423985,1957.564,0,183,2021,0.0758159826,1750.90266657788
"39",2021-07-02 14:00:00,8.50316666666667,15.9565833333333,7.85241723795508,1.08287249760063,1729.252,0,183,2021,0.0758159826,1546.69371626426
"40",2021-07-02 15:00:00,8.43216666666667,15.9849166666667,7.84762783878703,1.07448605360598,1436.463,0,183,2021,0.0758159826,1284.81464572319
"41",2021-07-02 16:00:00,8.346,16.1954166666667,7.81220380928955,1.06832850290922,1013.663,0,183,2021,0.0758159826,906.64992292019
"42",2021-07-02 17:00:00,8.30975,16.2940833333333,7.7956951911644,1.06594085533491,522.158,0,183,2021,0.0758159826,467.033432661703
