"","datetime","Hpar","Spar","wspeed","Kd","Kd2"
"1",2022-03-24 12:00:00,868.11,1948.051,0.1125,0.0409248723957622,0.0409248723957622
"2",2022-03-24 13:00:00,931.59,1829.667,0,0.0341770358649332,0.0341770358649332
"3",2022-03-24 14:00:00,902.33,1550.619,0,0.0274141356059774,0.0274141356059774
"4",2022-03-24 15:00:00,804.925,1195.467,0.225,0.0200274976014127,0.0200274976014127
"5",2022-03-24 16:00:00,615.6425,796.978,0.3375,0.0130714246571031,0.0130714246571031
"6",2022-03-24 17:00:00,382.1675,343.525,0.3375,NA,NA
"7",2022-03-24 18:00:00,155.8425,54.964,0.45,NA,NA
"8",2022-03-24 19:00:00,25.41,0,0.45,NA,NA
"9",2022-03-24 20:00:00,0.0275,0,0.225,NA,NA
"10",2022-03-24 21:00:00,0,0,0,NA,NA
"11",2022-03-24 22:00:00,0,0,0,NA,NA
"12",2022-03-24 23:00:00,0,0,0,NA,NA
"13",2022-03-25 00:00:00,0,0,0,NA,NA
"14",2022-03-25 01:00:00,0,0,0,NA,NA
"15",2022-03-25 02:00:00,0,0,0,NA,NA
"16",2022-03-25 03:00:00,0,0,0,NA,NA
"17",2022-03-25 04:00:00,0,0,0,NA,NA
"18",2022-03-25 05:00:00,0,5.285,0,Inf,NA
"19",2022-03-25 06:00:00,0,217.742,0,Inf,NA
"20",2022-03-25 07:00:00,15.9225,565.495,0,0.180757886102315,0.180757886102315
"21",2022-03-25 08:00:00,89.5675,1034.803,0,0.123897408529215,0.123897408529215
"22",2022-03-25 09:00:00,206.8,1429.064,0,0.097874573207936,0.097874573207936
"23",2022-03-25 10:00:00,406.945,1727.138,0.1125,0.0731920476522615,0.0731920476522615
"24",2022-03-25 11:00:00,664.07,1907.885,0.1125,0.0534361018758672,0.0534361018758672
"25",2022-03-25 12:00:00,1128.4075,1950.165,0.225,0.0277016019077341,0.0277016019077341
"26",2022-03-25 13:00:00,767.965,1858.206,0,0.0447403861235795,0.0447403861235795
"27",2022-03-25 14:00:00,885.005,1655.262,0,0.0317023437331324,0.0317023437331324
"28",2022-03-25 15:00:00,655.4075,1364.587,0.1125,0.0371316414249193,0.0371316414249193
"29",2022-03-25 16:00:00,483.1475,923.818,0.1125,0.0328199034171237,0.0328199034171237
"30",2022-03-25 17:00:00,365.09,377.349,0.225,0.0016722324120246,0.0016722324120246
"31",2022-03-25 18:00:00,164.67,51.793,0,NA,NA
"32",2022-03-25 19:00:00,27.115,1.057,0.225,NA,NA
"33",2022-03-25 20:00:00,0.055,0,0.3375,NA,NA
"34",2022-03-25 21:00:00,0,0,0,NA,NA
"35",2022-03-25 22:00:00,0,0,0.3375,NA,NA
"36",2022-03-25 23:00:00,0,0,0.45,NA,NA
"37",2022-03-26 00:00:00,0,0,0.45,NA,NA
"38",2022-03-26 01:00:00,0,0,0.45,NA,NA
"39",2022-03-26 02:00:00,0,0,0.45,NA,NA
"40",2022-03-26 03:00:00,0,0,0.45,NA,NA
"41",2022-03-26 04:00:00,0,0,0.45,NA,NA
"42",2022-03-26 05:00:00,0,4.228,0.3375,Inf,NA
"43",2022-03-26 06:00:00,0,59.8966666666667,0,Inf,NA
"44",2022-03-26 07:00:00,11.6875,406.945,0,0.179754842863852,0.179754842863852
"45",2022-03-26 08:00:00,71.225,828.688,0,0.124253156802761,0.124253156802761
"46",2022-03-26 09:00:00,198.7425,1278.97,0,0.0942683710635705,0.0942683710635705
"47",2022-03-26 10:00:00,331.6775,1559.075,0.225,0.0783637906019437,0.0783637906019437
"48",2022-03-26 11:00:00,551.1,1668.65066666667,0,0.0560938893111212,0.0560938893111212
"49",2022-03-26 12:00:00,638.55,1800.071,0,0.0524750079295452,0.0524750079295452
"50",2022-03-26 13:00:00,833.7175,1578.101,0,0.0323079943527576,0.0323079943527576
"51",2022-03-26 14:00:00,640.8875,1401.582,0,0.0396204021841356,0.0396204021841356
"52",2022-03-26 15:00:00,466.5925,1281.084,0,0.0511395234321029,0.0511395234321029
"53",2022-03-26 16:00:00,399.3825,875.196,0,0.0397229497202617,0.0397229497202617
"54",2022-03-26 17:00:00,242.2475,325.556,0.45,0.0149658004588097,0.0149658004588097
"55",2022-03-26 18:00:00,93.225,44.394,0.3375,NA,NA
"56",2022-03-26 19:00:00,11.88,0,0.3375,NA,NA
"57",2022-03-26 20:00:00,0,0,0.225,NA,NA
"58",2022-03-26 21:00:00,0,0,0.225,NA,NA
"59",2022-03-26 22:00:00,0,0,0.225,NA,NA
"60",2022-03-26 23:00:00,0,0,0,NA,NA
"61",2022-03-27 00:00:00,0,0,0,NA,NA
"62",2022-03-27 01:00:00,0,0,0,NA,NA
"63",2022-03-27 02:00:00,0,0,0,NA,NA
"64",2022-03-27 03:00:00,0,0,0,NA,NA
"65",2022-03-27 04:00:00,0,0,0,NA,NA
"66",2022-03-27 05:00:00,0,3.171,0,Inf,NA
"67",2022-03-27 06:00:00,0,52.85,0,Inf,NA
"68",2022-03-27 07:00:00,9.46,172.291,0.04921875,0.146942406310434,0.146942406310434
"69",2022-03-27 08:00:00,63.9925,555.982,0.365625,0.109466836994083,0.109466836994083
"70",2022-03-27 09:00:00,122.265,1163.757,0.1125,0.114086988526392,0.114086988526392
"71",2022-03-27 10:00:00,315.535,1545.334,0,0.0804418094352212,0.0804418094352212
"72",2022-03-27 11:00:00,373.78,1828.61,0.75,0.0803870382449503,0.0803870382449503
"73",2022-03-27 12:00:00,463.87,2031.554,0.6,0.0747823775119747,0.0747823775119747
"74",2022-03-27 13:00:00,352.6875,1892.03,0.15,0.0850543397465085,0.0850543397465085
"75",2022-03-27 14:00:00,402.38,1553.79,0,0.0684078719442933,0.0684078719442933
"76",2022-03-27 15:00:00,257.62,1135.218,0.15,0.0750933848602009,0.0750933848602009
"77",2022-03-27 16:00:00,261.635,787.112666666667,0,0.0557681516540011,0.0557681516540011
"78",2022-03-27 17:00:00,232.2925,336.830666666667,0,0.0188143279925826,0.0188143279925826
"79",2022-03-27 18:00:00,71.1425,34.5286666666667,0,NA,NA
"80",2022-03-27 19:00:00,10.0925,1.40933333333333,0,NA,NA
"81",2022-03-27 20:00:00,0.0275,0,0,NA,NA
"82",2022-03-27 21:00:00,0,0,0,NA,NA
"83",2022-03-27 22:00:00,0,0,0,NA,NA
"84",2022-03-27 23:00:00,0,0,0,NA,NA
"85",2022-03-28 00:00:00,0,0,0,NA,NA
"86",2022-03-28 01:00:00,0,0,0,NA,NA
"87",2022-03-28 02:00:00,0,0,0,NA,NA
"88",2022-03-28 03:00:00,0,0,0,NA,NA
"89",2022-03-28 04:00:00,0,0,0.225,NA,NA
"90",2022-03-28 05:00:00,0,2.81866666666667,0,Inf,NA
"91",2022-03-28 06:00:00,0,26.0726666666667,0,Inf,NA
"92",2022-03-28 07:00:00,6.435,114.156,0,0.145610840150088,0.145610840150088
"93",2022-03-28 08:00:00,26.2625,297.369333333333,0,0.122877612488346,0.122877612488346
"94",2022-03-28 09:00:00,87.6975,551.049333333333,0,0.0930597947658127,0.0930597947658127
"95",2022-03-28 10:00:00,168.5475,722.988,0,0.0737303805232674,0.0737303805232674
"96",2022-03-28 11:00:00,337.095,773.019333333333,0,0.0420222414845114,0.0420222414845114
"97",2022-03-28 12:00:00,317.625,851.942,0,0.0499568105192102,0.0499568105192102
"98",2022-03-28 13:00:00,507.4575,772.667,0,0.0212878583833424,0.0212878583833424
"99",2022-03-28 14:00:00,274.8625,824.46,0,0.0556181090605999,0.0556181090605999
"100",2022-03-28 15:00:00,431.31,475.65,0,0.00495469369872684,0.00495469369872684
"101",2022-03-28 16:00:00,289.0525,332.602666666667,0.15,0.0071058355367974,0.0071058355367974
"102",2022-03-28 17:00:00,201.8775,229.721333333333,0.15,0.00654207100483411,0.00654207100483411
"103",2022-03-28 18:00:00,89.6775,76.8086666666667,0,NA,NA
"104",2022-03-28 19:00:00,18.59,1.40933333333333,0,NA,NA
"105",2022-03-28 20:00:00,0.0275,0,0,NA,NA
"106",2022-03-28 21:00:00,0,0,0,NA,NA
"107",2022-03-28 22:00:00,0,0,0,NA,NA
"108",2022-03-28 23:00:00,0,0,0,NA,NA
"109",2022-03-29 00:00:00,0,0,0,NA,NA
"110",2022-03-29 01:00:00,0,0,0,NA,NA
"111",2022-03-29 02:00:00,0,0,0,NA,NA
"112",2022-03-29 03:00:00,0,0,0,NA,NA
"113",2022-03-29 04:00:00,0,0,0,NA,NA
"114",2022-03-29 05:00:00,0,9.86533333333333,0,Inf,NA
"115",2022-03-29 06:00:00,0,186.032,0,Inf,NA
"116",2022-03-29 07:00:00,12.32,650.407333333333,0,0.20082910760392,0.20082910760392
"117",2022-03-29 08:00:00,85.085,782.884666666667,0.15,0.112371373751705,0.112371373751705
"118",2022-03-29 09:00:00,193.0225,1197.581,0.675,0.0924178331896353,0.0924178331896353
"119",2022-03-29 10:00:00,450.1475,1751.449,0.3375,0.0687910591129074,0.0687910591129074
"120",2022-03-29 11:00:00,495.165,1887.802,0.225,0.0677608824286448,0.0677608824286448
"121",2022-03-29 12:00:00,741.895,1804.299,0,0.0449984661246849,0.0449984661246849
"122",2022-03-29 13:00:00,807.73,1326.535,0,0.025118871604663,0.025118871604663
"123",2022-03-29 14:00:00,748.22,992.523,0,0.0143064877832376,0.0143064877832376
"124",2022-03-29 15:00:00,617.7325,788.522,0,0.0123597362651292,0.0123597362651292
"125",2022-03-29 16:00:00,497.2825,530.614,0,0.0032848886837702,0.0032848886837702
"126",2022-03-29 17:00:00,322.52,294.903,0,NA,NA
"127",2022-03-29 18:00:00,154.5225,29.596,0,NA,NA
"128",2022-03-29 19:00:00,17.27,1.057,0,NA,NA
"129",2022-03-29 20:00:00,0.055,0,0,NA,NA
"130",2022-03-29 21:00:00,0,0,0,NA,NA
"131",2022-03-29 22:00:00,0,0,0,NA,NA
"132",2022-03-29 23:00:00,0,0,0,NA,NA
"133",2022-03-30 00:00:00,0,0,0,NA,NA
"134",2022-03-30 01:00:00,0,0,0,NA,NA
"135",2022-03-30 02:00:00,0,0,0,NA,NA
"136",2022-03-30 03:00:00,0,0,0,NA,NA
"137",2022-03-30 04:00:00,0,0,0,NA,NA
"138",2022-03-30 05:00:00,0,11.627,0,Inf,NA
"139",2022-03-30 06:00:00,0,168.063,0,Inf,NA
"140",2022-03-30 07:00:00,14.465,528.5,0,0.182192955285174,0.182192955285174
"141",2022-03-30 08:00:00,83.1875,882.595,0,0.119583257497905,0.119583257497905
"142",2022-03-30 09:00:00,251.13,1183.84,0,0.0785087563461856,0.0785087563461856
"143",2022-03-30 10:00:00,347.4625,1331.82,0.1125,0.0680326562694147,0.0680326562694147
"144",2022-03-30 11:00:00,574.585,1330.763,0.1125,0.0425245417642838,0.0425245417642838
"145",2022-03-30 12:00:00,507.925,1292.711,0.225,0.0472993946172961,0.0472993946172961
"146",2022-03-30 13:00:00,626.9725,1277.913,0,0.0360547279737194,0.0360547279737194
"147",2022-03-30 14:00:00,516.01,1375.157,0,0.0496302298866769,0.0496302298866769
"148",2022-03-30 15:00:00,676.005,1152.13,0.1125,0.0269958080833405,0.0269958080833405
"149",2022-03-30 16:00:00,549.56,628.915,0,0.00682927363939153,0.00682927363939153
"150",2022-03-30 17:00:00,291.885,250.509,0,NA,NA
"151",2022-03-30 18:00:00,121.5775,57.078,0,NA,NA
"152",2022-03-30 19:00:00,24.1725,1.057,0,NA,NA
"153",2022-03-30 20:00:00,0.0825,0,0,NA,NA
"154",2022-03-30 21:00:00,0,0,0,NA,NA
"155",2022-03-30 22:00:00,0,0,0,NA,NA
"156",2022-03-30 23:00:00,0,0,0,NA,NA
"157",2022-03-31 00:00:00,0,0,0,NA,NA
"158",2022-03-31 01:00:00,0,0,0,NA,NA
"159",2022-03-31 02:00:00,0,0,0,NA,NA
"160",2022-03-31 03:00:00,0,0,0,NA,NA
"161",2022-03-31 04:00:00,0,0,0,NA,NA
"162",2022-03-31 05:00:00,0,9.86533333333333,0,Inf,NA
"163",2022-03-31 06:00:00,0,230.426,0,Inf,NA
"164",2022-03-31 07:00:00,28.8475,581.35,0,0.15206732410268,0.15206732410268
"165",2022-03-31 08:00:00,192.775,918.533,0,0.0790508418447832,0.0790508418447832
"166",2022-03-31 09:00:00,329.34,1295.882,0.1125,0.0693598061566787,0.0693598061566787
"167",2022-03-31 10:00:00,593.4225,1633.065,0,0.0512560644047641,0.0512560644047641
"168",2022-03-31 11:00:00,803.715,1832.838,0.15,0.0417405638229672,0.0417405638229672
"169",2022-03-31 12:00:00,1046.0725,1932.196,0,0.031069088861559,0.031069088861559
"170",2022-03-31 13:00:00,1086.2775,1654.205,0,0.0212943704884816,0.0212943704884816
"171",2022-03-31 14:00:00,999.845,1209.208,0,0.00962636009414927,0.00962636009414927
"172",2022-03-31 15:00:00,648.89,838.201,0,0.0129617578587136,0.0129617578587136
"173",2022-03-31 16:00:00,321.5575,547.526,0,0.0269485353071836,0.0269485353071836
"174",2022-03-31 17:00:00,193.9575,295.96,0,0.0213967213751282,0.0213967213751282
"175",2022-03-31 18:00:00,106.205,70.819,0,NA,NA
"176",2022-03-31 19:00:00,27.72,2.81866666666667,0,NA,NA
"177",2022-03-31 20:00:00,0.11,0,0,NA,NA
"178",2022-03-31 21:00:00,0,0,0,NA,NA
"179",2022-03-31 22:00:00,0,0,0,NA,NA
"180",2022-03-31 23:00:00,0,0,0,NA,NA
"181",2022-04-01 00:00:00,0,0,0,NA,NA
"182",2022-04-01 01:00:00,0,0,0,NA,NA
"183",2022-04-01 02:00:00,0,0,0,NA,NA
"184",2022-04-01 03:00:00,0,0,0,NA,NA
"185",2022-04-01 04:00:00,0,0,0,NA,NA
"186",2022-04-01 05:00:00,0,7.75133333333333,0,Inf,NA
"187",2022-04-01 06:00:00,0,145.866,0,Inf,NA
"188",2022-04-01 07:00:00,23.87,635.257,0,0.166147200054307,0.166147200054307
"189",2022-04-01 08:00:00,147.0975,1173.97466666667,0,0.105167331103042,0.105167331103042
"190",2022-04-01 09:00:00,313.3625,1558.018,0,0.0812055246717574,0.0812055246717574
"191",2022-04-01 10:00:00,514.9925,1756.02933333333,0,0.0621092729739941,0.0621092729739941
"192",2022-04-01 11:00:00,798.6275,1950.51733333333,0.15,0.045212925884534,0.045212925884534
"193",2022-04-01 12:00:00,998.2775,2006.186,0,0.0353397160650492,0.0353397160650492
"194",2022-04-01 13:00:00,1089.7975,1915.98866666667,0,0.028569208367845,0.028569208367845
"195",2022-04-01 14:00:00,1018.71,1691.90466666667,0,0.0256869769630704,0.0256869769630704
"196",2022-04-01 15:00:00,833.7725,1338.162,0,0.0239540114541656,0.0239540114541656
"197",2022-04-01 16:00:00,571.505,883.652,0,0.0220653209048011,0.0220653209048011
"198",2022-04-01 17:00:00,314.3525,404.478666666667,0,0.012763748221941,0.012763748221941
"199",2022-04-01 18:00:00,118.1125,54.2593333333333,0,NA,NA
"200",2022-04-01 19:00:00,21.6975,1.40933333333333,0,NA,NA
"201",2022-04-01 20:00:00,0.11,0,0,NA,NA
"202",2022-04-01 21:00:00,0,0,0,NA,NA
"203",2022-04-01 22:00:00,0,0,0,NA,NA
"204",2022-04-01 23:00:00,0,0,0,NA,NA
"205",2022-04-02 00:00:00,0,0,0,NA,NA
"206",2022-04-02 01:00:00,0,0,0,NA,NA
"207",2022-04-02 02:00:00,0,0,0,NA,NA
"208",2022-04-02 03:00:00,0,0,0,NA,NA
"209",2022-04-02 04:00:00,0,0,0,NA,NA
"210",2022-04-02 05:00:00,0,15.5026666666667,0,Inf,NA
"211",2022-04-02 06:00:00,0,243.11,0,Inf,NA
"212",2022-04-02 07:00:00,19.0575,699.734,0,0.18244250825037,0.18244250825037
"213",2022-04-02 08:00:00,120.12,1136.62733333333,0.3,0.113788832090634,0.113788832090634
"214",2022-04-02 09:00:00,301.785,1536.17333333333,0.15,0.0823967043672791,0.0823967043672791
"215",2022-04-02 10:00:00,557.6725,1812.40266666667,0.3,0.0596778132467035,0.0596778132467035
"216",2022-04-02 11:00:00,820.435,1952.63133333333,0,0.0439037193032228,0.0439037193032228
"217",2022-04-02 12:00:00,967.6425,1964.61066666667,0,0.0358575529002708,0.0358575529002708
"218",2022-04-02 13:00:00,1098.8725,1841.99866666667,0,0.0261552688531332,0.0261552688531332
"219",2022-04-02 14:00:00,1072.9125,1439.634,0,0.0148866836129776,0.0148866836129776
"220",2022-04-02 15:00:00,880.7425,971.735333333333,0,0.00497813543584393,0.00497813543584393
"221",2022-04-02 16:00:00,535.8925,642.656,0,0.00919878519492377,0.00919878519492377
"222",2022-04-02 17:00:00,293.865,245.224,0,NA,NA
"223",2022-04-02 18:00:00,118.5525,47.2126666666667,0,NA,NA
"224",2022-04-02 19:00:00,28.71,0.704666666666667,0.15,NA,NA
"225",2022-04-02 20:00:00,0.1375,0,0,NA,NA
"226",2022-04-02 21:00:00,0,0,0,NA,NA
"227",2022-04-02 22:00:00,0,0,0,NA,NA
"228",2022-04-02 23:00:00,0,0,0,NA,NA
"229",2022-04-03 00:00:00,0,0,0,NA,NA
"230",2022-04-03 01:00:00,0,0,0,NA,NA
"231",2022-04-03 02:00:00,0,0,0,NA,NA
"232",2022-04-03 03:00:00,0,0,0,NA,NA
"233",2022-04-03 04:00:00,0,0,0,NA,NA
"234",2022-04-03 05:00:00,0,15.5026666666667,0,Inf,NA
"235",2022-04-03 06:00:00,0.055,300.892666666667,0,0.435806364848518,0.435806364848518
"236",2022-04-03 07:00:00,27.445,682.822,0,0.162736719426271,0.162736719426271
"237",2022-04-03 08:00:00,152.57,1146.845,0.1125,0.102133998265192,0.102133998265192
"238",2022-04-03 09:00:00,356.62,1484.73266666667,0,0.0722186948596569,0.0722186948596569
"239",2022-04-03 10:00:00,627.22,1831.781,0.1125,0.0542656526744714,0.0542656526744714
"240",2022-04-03 11:00:00,913.77,2000.901,0.1125,0.0396847574404087,0.0396847574404087
"241",2022-04-03 12:00:00,1117.765,1949.108,0,0.0281539582867847,0.0281539582867847
"242",2022-04-03 13:00:00,1211.375,1521.023,0.225,0.0115254205934559,0.0115254205934559
"243",2022-04-03 14:00:00,952.82,1255.716,0.5625,0.0139764657329539,0.0139764657329539
"244",2022-04-03 15:00:00,583.77,1074.969,0,0.0309134194075183,0.0309134194075183
"245",2022-04-03 16:00:00,518.9525,740.957,0,0.0180319107394029,0.0180319107394029
"246",2022-04-03 17:00:00,309.9525,366.779,0,0.00852356591911354,0.00852356591911354
"247",2022-04-03 18:00:00,138.985,46.508,0,NA,NA
"248",2022-04-03 19:00:00,20.515,1.057,0,NA,NA
"249",2022-04-03 20:00:00,0.1375,0,0,NA,NA
"250",2022-04-03 21:00:00,0,0,0,NA,NA
"251",2022-04-03 22:00:00,0,0,0,NA,NA
"252",2022-04-03 23:00:00,0,0,0,NA,NA
"253",2022-04-04 00:00:00,0,0,0,NA,NA
"254",2022-04-04 01:00:00,0,0,0,NA,NA
"255",2022-04-04 02:00:00,0,0,0,NA,NA
"256",2022-04-04 03:00:00,0,0,0,NA,NA
"257",2022-04-04 04:00:00,0,0,0,NA,NA
"258",2022-04-04 05:00:00,0,10.57,0,Inf,NA
"259",2022-04-04 06:00:00,0.0275,106.757,0,0.418436683445011,0.418436683445011
"260",2022-04-04 07:00:00,21.725,384.748,0,0.145525311563209,0.145525311563209
"261",2022-04-04 08:00:00,134.255,589.806,0.5625,0.0749393768418287,0.0749393768418287
"262",2022-04-04 09:00:00,287.8425,907.963,0.785,0.0581665910545359,0.0581665910545359
"263",2022-04-04 10:00:00,397.155,1472.401,0.1125,0.0663454707831084,0.0663454707831084
"264",2022-04-04 11:00:00,514.6625,1929.025,0.45,0.0668991709810519,0.0668991709810519
"265",2022-04-04 12:00:00,672.1,2097.088,0.6725,0.0576150813041518,0.0576150813041518
"266",2022-04-04 13:00:00,695.2825,1915.284,0.225,0.0513064787693468,0.0513064787693468
"267",2022-04-04 14:00:00,699.4625,1566.474,0.3375,0.0408238141669306,0.0408238141669306
"268",2022-04-04 15:00:00,545.7925,1194.41,0.225,0.039654114010726,0.039654114010726
"269",2022-04-04 16:00:00,307.12,615.174,0.785,0.0351729926038985,0.0351729926038985
"270",2022-04-04 17:00:00,200.1725,139.524,0,NA,NA
"271",2022-04-04 18:00:00,70.455,34.881,0.335,NA,NA
"272",2022-04-04 19:00:00,21.0925,1.057,0,NA,NA
"273",2022-04-04 20:00:00,0.1925,0,0,NA,NA
"274",2022-04-04 21:00:00,0,0,0,NA,NA
"275",2022-04-04 22:00:00,0,0,0,NA,NA
"276",2022-04-04 23:00:00,0,0,0,NA,NA
"277",2022-04-05 00:00:00,0,0,0,NA,NA
"278",2022-04-05 01:00:00,0,0,0,NA,NA
"279",2022-04-05 02:00:00,0,0,0,NA,NA
"280",2022-04-05 03:00:00,0,0,0,NA,NA
"281",2022-04-05 04:00:00,0,0,0,NA,NA
"282",2022-04-05 05:00:00,0,23.254,0,Inf,NA
"283",2022-04-05 06:00:00,0.0825,250.509,0,0.405997561198214,0.405997561198214
"284",2022-04-05 07:00:00,22.4675,685.993,0.225,0.173103676103382,0.173103676103382
"285",2022-04-05 08:00:00,101.31,1132.047,0.225,0.122207476165583,0.122207476165583
"286",2022-04-05 09:00:00,200.035,1519.966,0,0.102681057920596,0.102681057920596
"287",2022-04-05 10:00:00,349.8825,1805.356,0.225,0.0830843391090393,0.0830843391090393
"288",2022-04-05 11:00:00,572.385,1971.305,0.225,0.0626146428900164,0.0626146428900164
"289",2022-04-05 12:00:00,667.7,2008.3,0,0.0557572101862688,0.0557572101862688
"290",2022-04-05 13:00:00,663.74,1903.657,0.1125,0.0533489390144188,0.0533489390144188
"291",2022-04-05 14:00:00,690.2775,1663.718,0,0.044542604820828,0.044542604820828
"292",2022-04-05 15:00:00,512.2975,1308.566,0,0.0474826151469643,0.0474826151469643
"293",2022-04-05 16:00:00,417.615,950.595333333333,0,0.0416470126341329,0.0416470126341329
"294",2022-04-05 17:00:00,297,364.665,0,0.0103922524109752,0.0103922524109752
"295",2022-04-05 18:00:00,138.3525,46.508,0,NA,NA
"296",2022-04-05 19:00:00,21.7525,2.114,0,NA,NA
"297",2022-04-05 20:00:00,0.2475,0,0,NA,NA
"298",2022-04-05 21:00:00,0,0,0,NA,NA
"299",2022-04-05 22:00:00,0,0,0,NA,NA
"300",2022-04-05 23:00:00,0,0,0,NA,NA
"301",2022-04-06 00:00:00,0,0,0,NA,NA
"302",2022-04-06 01:00:00,0,0,0,NA,NA
"303",2022-04-06 02:00:00,0,0,0,NA,NA
"304",2022-04-06 03:00:00,0,0,0,NA,NA
"305",2022-04-06 04:00:00,0,0,0,NA,NA
"306",2022-04-06 05:00:00,0,28.539,0,Inf,NA
"307",2022-04-06 06:00:00,0.11,316.395333333333,0,0.403254045555033,0.403254045555033
"308",2022-04-06 07:00:00,23.32,684.936,0,0.171139951481422,0.171139951481422
"309",2022-04-06 08:00:00,102.3275,1139.446,0,0.122031341990888,0.122031341990888
"310",2022-04-06 09:00:00,201.245,1531.593,0.1125,0.102761548250088,0.102761548250088
"311",2022-04-06 10:00:00,320.155,1824.382,0.225,0.0881109531650331,0.0881109531650331
"312",2022-04-06 11:00:00,426.635,1991.388,0,0.0780080159637065,0.0780080159637065
"313",2022-04-06 12:00:00,560.065,2019.927,0.3375,0.0649500659598164,0.0649500659598164
"314",2022-04-06 13:00:00,417.5325,1907.885,0,0.07693104770038,0.07693104770038
"315",2022-04-06 14:00:00,526.3775,1667.946,0,0.0583964340434138,0.0583964340434138
"316",2022-04-06 15:00:00,499.9225,1314.908,0,0.0489655136090519,0.0489655136090519
"317",2022-04-06 16:00:00,414.4525,874.139,0,0.0377863812557836,0.0377863812557836
"318",2022-04-06 17:00:00,295.9,367.836,0.225,0.0110185127724765,0.0110185127724765
"319",2022-04-06 18:00:00,135.135,51.793,0.225,NA,NA
"320",2022-04-06 19:00:00,22.6875,2.114,0,NA,NA
"321",2022-04-06 20:00:00,0.275,0,0,NA,NA
"322",2022-04-06 21:00:00,0,0,0,NA,NA
"323",2022-04-06 22:00:00,0,0,0,NA,NA
"324",2022-04-06 23:00:00,0,0,0,NA,NA
"325",2022-04-07 00:00:00,0,0,0,NA,NA
"326",2022-04-07 01:00:00,0,0,0,NA,NA
"327",2022-04-07 02:00:00,0,0,0,NA,NA
"328",2022-04-07 03:00:00,0,0,0,NA,NA
"329",2022-04-07 04:00:00,0,0,0,NA,NA
"330",2022-04-07 05:00:00,0,29.596,0,Inf,NA
"331",2022-04-07 06:00:00,0.22,258.965,0,0.358016235446208,0.358016235446208
"332",2022-04-07 07:00:00,32.8075,696.563,0,0.154708916131762,0.154708916131762
"333",2022-04-07 08:00:00,163.2125,1150.016,0.3375,0.0988596507123965,0.0988596507123965
"334",2022-04-07 09:00:00,370.7825,1536.878,0.1125,0.0719945684889672,0.0719945684889672
"335",2022-04-07 10:00:00,526.6525,1822.268,0.225,0.062850441511635,0.062850441511635
"336",2022-04-07 11:00:00,683.815,1980.818,0.225,0.0538520383029467,0.0538520383029467
"337",2022-04-07 12:00:00,754.105,2016.756,0.1125,0.0498083009260427,0.0498083009260427
"338",2022-04-07 13:00:00,665.5275,1900.486,0,0.0531283525379339,0.0531283525379339
"339",2022-04-07 14:00:00,636.5975,1620.381,0,0.0473052657231605,0.0473052657231605
"340",2022-04-07 15:00:00,456.4725,1265.229,0,0.0516192382374413,0.0516192382374413
"341",2022-04-07 16:00:00,289.3825,821.289,0.3375,0.0528164918898505,0.0528164918898505
"342",2022-04-07 17:00:00,181.72,345.639,0.45,0.0325533081971722,0.0325533081971722
"343",2022-04-07 18:00:00,97.02,68.705,0.1125,NA,NA
"344",2022-04-07 19:00:00,32.395,3.171,0,NA,NA
"345",2022-04-07 20:00:00,0.385,0,0,NA,NA
"346",2022-04-07 21:00:00,0,0,0,NA,NA
"347",2022-04-07 22:00:00,0,0,0,NA,NA
"348",2022-04-07 23:00:00,0,0,0,NA,NA
"349",2022-04-08 00:00:00,0,0,0,NA,NA
"350",2022-04-08 01:00:00,0,0,0,NA,NA
"351",2022-04-08 02:00:00,0,0,0,NA,NA
"352",2022-04-08 03:00:00,0,0,0,NA,NA
"353",2022-04-08 04:00:00,0,0,0,NA,NA
"354",2022-04-08 05:00:00,0,50.736,0,Inf,NA
"355",2022-04-08 06:00:00,0.3575,229.369,0,0.327288707710209,0.327288707710209
"356",2022-04-08 07:00:00,45.7875,489.743333333333,0,0.119993433733661,0.119993433733661
"357",2022-04-08 08:00:00,166.43,744.832666666667,0,0.075877710584888,0.075877710584888
"358",2022-04-08 09:00:00,273.1575,1451.61333333333,0,0.0845763194257123,0.0845763194257123
"359",2022-04-08 10:00:00,355.0525,1926.55866666667,0,0.0856316430480367,0.0856316430480367
"360",2022-04-08 11:00:00,638.5225,2046.352,0.3,0.0589699777737655,0.0589699777737655
"361",2022-04-08 12:00:00,791.4775,2039.30533333333,1.19666666666667,0.0479221799540063,0.0479221799540063
"362",2022-04-08 13:00:00,742.5,1861.02466666667,0.596666666666667,0.0465245387544412,0.0465245387544412
"363",2022-04-08 14:00:00,598.675,1565.06466666667,0.3,0.0486563819116649,0.0486563819116649
"364",2022-04-08 15:00:00,406.0375,1221.892,0.15,0.0557827967722538,0.0557827967722538
"365",2022-04-08 16:00:00,356.125,610.241333333333,0,0.0272695045328759,0.0272695045328759
"366",2022-04-08 17:00:00,222.0075,208.581333333333,0,NA,NA
"367",2022-04-08 18:00:00,77.495,47.9173333333333,0,NA,NA
"368",2022-04-08 19:00:00,33.165,2.114,0,NA,NA
"369",2022-04-08 20:00:00,0.495,0,0,NA,NA
"370",2022-04-08 21:00:00,0,0,0,NA,NA
"371",2022-04-08 22:00:00,0,0,0,NA,NA
"372",2022-04-08 23:00:00,0,0,0,NA,NA
"373",2022-04-09 00:00:00,0,0,0,NA,NA
