name,index,unique_day,middle,lower,upper,yday,year
GPP,1,1,24.89794533435414,12.292651495730755,38.236887065297196,1,2022
GPP,2,2,22.451434242835347,11.56248621536372,33.48754071965685,10,2022
GPP,3,3,18.802379605511543,7.611450597879518,32.99174740718336,11,2022
GPP,4,4,28.738857456509468,7.17071235873328,48.38537326936985,12,2022
GPP,5,5,16.848505342089737,7.851485828266696,27.023705229587772,129,2022
GPP,6,6,21.37462910920523,9.953321308027984,35.058391458953444,13,2022
GPP,7,7,27.257960566534695,12.203602065865978,44.69743158861054,130,2022
GPP,8,8,17.907173985919638,7.226936352341748,32.208377490491024,131,2022
GPP,9,9,17.4811963868189,8.649455152323661,29.89379719043773,132,2022
GPP,10,10,26.95077181727641,15.673228439120024,40.65089981120112,133,2022
GPP,11,11,27.52081054932927,14.430005709283167,41.51978865737733,134,2022
GPP,12,12,26.449384459984614,14.592406320201935,39.34772796633378,135,2022
GPP,13,13,32.00386598904498,19.472431609252407,46.17943219329943,136,2022
GPP,14,14,28.680112579143024,18.30939807539314,41.532829628954836,137,2022
GPP,15,15,29.848591742405983,18.164319929519884,42.74128258646688,138,2022
GPP,16,16,27.146891516708443,15.73700815188674,39.59703853458693,139,2022
GPP,17,17,29.428480378050633,17.236009844936557,42.2995654315406,14,2022
GPP,18,18,109.69095894618177,52.13438835990553,161.1528571076598,140,2022
GPP,19,19,26.74333070901274,15.058556534555198,39.050066485841306,15,2022
GPP,20,20,24.936349527232228,14.06010140406547,35.94421556888293,16,2022
GPP,21,21,23.087951560557446,12.706737829597806,33.81292824250231,17,2022
GPP,22,22,22.40529707092611,11.287207039080274,34.336774924818876,18,2022
GPP,23,23,18.924338908685346,8.780033695302176,30.29864138873537,19,2022
GPP,24,24,19.085986454750596,9.432153200758638,30.321296403429166,2,2022
GPP,25,25,19.36482681243276,9.318240216206366,31.48399693073995,20,2022
GPP,26,26,18.975606504417406,10.158429247811975,29.316722828033093,21,2022
GPP,27,27,15.571502263653048,7.558993853259897,26.40647483885985,22,2022
GPP,28,28,16.091900603541752,8.093696440302999,26.57946709345481,23,2022
GPP,29,29,14.390508505797458,6.975954398992675,25.348451636489024,24,2022
GPP,30,30,17.07313999217346,7.925793886041982,28.1787063190914,25,2022
GPP,31,31,13.978221984674635,6.852524584361871,24.24671498572833,26,2022
GPP,32,32,20.34399669018589,9.701823766025742,36.456752039356815,27,2022
GPP,33,33,13.353581560438956,6.02309010190571,25.047739006110742,28,2022
GPP,34,34,11.801413786242316,5.165738741726996,23.52583242441164,29,2022
GPP,35,35,12.678134139111645,5.372575461667505,23.85795259467778,3,2022
GPP,36,36,13.650363055280517,5.898380739963101,25.61769330396416,30,2022
GPP,37,37,13.042054877862764,3.651303156619484,23.367044718845953,31,2022
GPP,38,38,13.144848747101081,5.708222670691531,22.892681329553906,32,2022
GPP,39,39,13.463162040922258,6.18319578910544,23.306694112027813,33,2022
GPP,40,40,13.400938082300728,6.110078650385594,23.02737095742614,34,2022
GPP,41,41,14.263792130183822,6.462850554218528,24.8759785249532,35,2022
GPP,42,42,12.928908833038925,6.128600037956581,22.514138548424306,36,2022
GPP,43,43,12.865957498441704,5.850824655150639,23.17868319112227,37,2022
GPP,44,44,14.98965849669533,6.640301296128243,25.28015812877869,38,2022
GPP,45,45,14.587312118361698,6.84184864037567,24.70083831293045,39,2022
GPP,46,46,13.803228198998859,6.357196362968137,24.074140492325103,4,2022
GPP,47,47,17.419221503621753,7.07853762335342,33.13969639516302,40,2022
GPP,48,48,15.088684433510762,6.178359277318255,26.749160206340335,41,2022
GPP,49,49,12.020255735245613,4.810897224163345,21.789796039826804,42,2022
GPP,50,50,13.224902566434004,5.563653437154295,23.005929009061248,43,2022
GPP,51,51,12.5479003780904,5.281599384353242,22.107925498336733,44,2022
GPP,52,52,18.228083081149638,6.787277527475207,35.20906833120462,45,2022
GPP,53,53,18.204130765562354,7.362453259304717,31.757358564817878,46,2022
GPP,54,54,19.997977382747663,7.9437332475474935,37.208356842847046,47,2022
GPP,55,55,13.599355712184916,5.713392110127415,24.265425879280876,48,2022
GPP,56,56,10.255735933159484,4.099279942137524,21.382998706681768,49,2022
GPP,57,57,10.718083462003925,4.3161588780428035,22.76538797359191,5,2022
GPP,58,58,12.851452909436778,4.680937982378758,28.02599024069113,50,2022
GPP,59,59,17.704989526605253,5.591644605269489,35.118221360610484,51,2022
GPP,60,60,15.77121181070977,5.493946178419627,33.48701631349328,52,2022
GPP,61,61,17.09123528155699,6.546449224791074,33.45499274873862,53,2022
GPP,62,62,17.922582220814,6.086636852849728,37.00927972663077,54,2022
GPP,63,63,17.894102761318564,6.57898362524254,33.33675252155446,55,2022
GPP,64,64,23.745124383657213,9.649599483333088,40.476878055341345,56,2022
GPP,65,65,18.053859543700252,6.692224950133846,34.02087510568097,57,2022
GPP,66,66,13.716330902366709,4.031770434647415,27.31004436336543,58,2022
GPP,67,67,11.852219760669428,4.410468818048528,25.461767825980942,59,2022
GPP,68,68,14.493795145095355,4.893031451319062,29.478058534274318,6,2022
GPP,69,69,21.579129712658577,6.893490169390832,41.414241814027626,60,2022
GPP,70,70,12.534418231644873,4.912451085564195,26.464277534310586,61,2022
GPP,71,71,11.04441696039166,4.056467377123045,27.360858469949026,62,2022
GPP,72,72,12.18778113990873,4.558030493466292,29.58364471030465,63,2022
GPP,73,73,14.676117994299613,3.9614573704552516,37.04596999161771,64,2022
GPP,74,74,17.228592420961874,5.095396670249199,38.083547592505866,65,2022
GPP,75,75,26.977323734973844,10.212780232640876,47.1229284603141,66,2022
GPP,76,76,16.353656222657037,5.716056639588902,34.80346542702088,67,2022
GPP,77,77,25.664690431584262,9.761368287430559,45.072931343816514,68,2022
GPP,78,78,20.721614710558388,6.4606956533707605,42.64853849386008,69,2022
GPP,79,79,36.60784952741594,14.07398686214083,60.562425466893046,7,2022
GPP,80,80,16.433754919171456,5.8743610489441345,35.521978551970356,70,2022
GPP,81,81,19.91570820829476,7.020719020686785,39.48254520596767,71,2022
GPP,82,82,20.622146473543776,7.164865360390498,40.02484580699998,72,2022
GPP,83,83,18.93289420779135,6.127228754448499,39.50113975686569,73,2022
GPP,84,84,20.394257326622103,7.253680181305974,42.52579214553116,74,2022
GPP,85,85,21.19531848639058,7.8127314562290255,43.81636949916749,75,2022
