name,index,unique_day,middle,lower,upper,yday,year
GPP,1,1,1.4809670442270526,0.2879640347198338,4.431074010809921,10,2022
GPP,2,2,1.0190172706616725,0.19361753453989997,3.1487183022631764,100,2022
GPP,3,3,1.3027801359993152,0.25057561184658406,4.159914718889577,101,2022
GPP,4,4,1.8031540151934904,0.36578986582558676,5.061294659463786,102,2022
GPP,5,5,1.3785966037925619,0.27693547963440246,3.740249090405398,103,2022
GPP,6,6,1.2515165586776864,0.23894905564155203,3.8208635467623684,104,2022
GPP,7,7,1.131411158444442,0.18831713606211906,3.1611353636394535,105,2022
GPP,8,8,1.073210570711329,0.17371927257522757,3.5382219046193244,106,2022
GPP,9,9,1.5360983162865423,0.29109709759783675,4.353130852040959,107,2022
GPP,10,10,1.070350388451271,0.2207422417045526,3.166426333487003,108,2022
GPP,11,11,1.1016919596242625,0.22871628196620727,3.3186005538799765,109,2022
GPP,12,12,1.048775622263232,0.16114257211730926,3.6537762843704362,11,2022
GPP,13,13,1.1092828268467099,0.1406293129905105,3.672051508304207,110,2022
GPP,14,14,0.8996558701539844,0.11852130744260425,3.149924737393198,111,2022
GPP,15,15,1.1016939755381698,0.14245356617930185,3.840320208606146,112,2022
GPP,16,16,1.2484230745259894,0.15388950215443792,4.294304809906411,113,2022
GPP,17,17,1.0947749746599065,0.12594827878592513,3.8082575924106474,114,2022
GPP,18,18,1.1109308940842937,0.12967511251640723,3.995825788378953,115,2022
GPP,19,19,0.9841470827751163,0.11456550017247419,3.6989527534736903,116,2022
GPP,20,20,0.994882328379674,0.11959218058766295,3.7764688701999964,117,2022
GPP,21,21,0.9802295057281059,0.11476698866023187,3.7448561005753103,118,2022
GPP,22,22,1.0203705951939543,0.11432861942404757,3.8550679713223293,119,2022
GPP,23,23,0.858347215162053,0.08896740915186058,3.337509452621334,12,2022
GPP,24,24,0.9720256677956435,0.11359072878756563,3.6693352608625465,120,2022
GPP,25,25,0.9575156650068403,0.1077559558292654,3.7979660454729403,121,2022
GPP,26,26,1.0660719677951545,0.1258011595515378,3.942224067462278,122,2022
GPP,27,27,1.0190878619380062,0.12711202114855183,4.065504297555805,123,2022
GPP,28,28,1.03968904203502,0.09937146405844874,4.109476919269218,124,2022
GPP,29,29,1.1477435640394513,0.12451255067132776,4.33046743615813,125,2022
GPP,30,30,0.8746409098131911,0.08727902034331086,3.473986822011453,126,2022
GPP,31,31,0.9542933192108054,0.09855043774088923,3.71438753459499,127,2022
GPP,32,32,1.1693227653555789,0.12066063859297013,4.274864689710315,128,2022
GPP,33,33,1.037991511930631,0.1006595440817714,3.8702805175507464,129,2022
GPP,34,34,1.2132324032328616,0.11461208012485376,4.378954419655086,13,2022
GPP,35,35,1.2601320583921267,0.12211229317093754,4.529722207369526,130,2022
GPP,36,36,1.1764300606609723,0.11039710715178137,4.518860869748095,131,2022
