name,index,unique_day,middle,lower,upper,yday,year
GPP,1,1,7.4958528488459235,0.4120085155722071,16.94233840725334,182,2021
GPP,2,2,8.11189057933311,0.6844607563901655,17.032549476794866,183,2021
GPP,3,3,9.22757136103404,1.1514641829791403,19.331832349414135,184,2021
GPP,4,4,11.398000213684629,2.5093312337119422,22.56335494051296,185,2021
GPP,5,5,12.985339286705052,3.9955631181958133,22.621619269479083,186,2021
GPP,6,6,16.962882083701928,7.86227875841991,27.495803930257242,187,2021
GPP,7,7,16.00758708352746,8.753908193628872,23.2969182342956,188,2021
GPP,8,8,20.813224437826413,13.24104064405215,29.327357008881204,189,2021
GPP,9,9,23.42185962358134,14.95504846485562,32.128794534006424,190,2021
GPP,10,10,25.20408761068105,16.72513087442308,34.60524002485748,191,2021
GPP,11,11,28.028385382601126,17.858523152869072,37.70537127418178,192,2021
GPP,12,12,31.743591808958893,20.41006065442767,43.37576513018518,193,2021
GPP,13,13,28.927164410533628,19.338614242709284,38.51961477158109,194,2021
GPP,14,14,27.25370054473683,18.52519445348781,37.34072019613111,195,2021
GPP,15,15,21.91964892684789,14.189074145226195,30.908129925443713,196,2021
GPP,16,16,20.922135948455974,12.26474012722805,29.112501880288168,197,2021
GPP,17,17,16.939910788336505,8.940412564799788,25.17385565497019,198,2021
GPP,18,18,19.299031638940576,9.184819988667856,30.200303308772174,199,2021
GPP,19,19,23.86891571102947,12.307157908101154,35.51938787424521,200,2021
GPP,20,20,19.888812957432215,8.65337648131758,30.475220992359617,201,2021
GPP,21,21,13.70820873377963,4.900318414805681,24.232739873120025,202,2021
GPP,22,22,11.59133542796057,2.322833344867796,22.92258841452834,203,2021
GPP,23,23,9.150940702656847,1.3658470918415024,19.69243558893362,204,2021
GPP,24,24,9.142243695933097,1.2276622385074696,20.083112902558096,205,2021
GPP,25,25,8.571251328246852,0.8279103021453127,20.04978089005637,206,2021
GPP,26,26,6.912839844063483,0.27090754143163764,16.700851763185174,207,2021
GPP,27,27,7.66314107835108,0.8011464282193674,17.898121534922183,208,2021
GPP,28,28,5.262734855755811,0.3373846427884133,15.823714327253958,209,2021
GPP,29,29,5.185865105476664,0.36305850617713564,14.007434649796298,210,2021
GPP,30,30,6.859130431929254,0.7320149237935762,17.696398375466313,211,2021
GPP,31,31,8.061351250369583,0.7215217429904281,18.65324025487147,212,2021
GPP,32,32,6.6955998964614505,0.47179407776662363,17.210171888595948,213,2021
GPP,33,33,5.921858612164542,0.4769442543125272,15.160673264674058,214,2021
GPP,34,34,6.105325369261756,0.5399993566181306,15.868145401033017,215,2021
GPP,35,35,7.692094136605306,0.7153380907428252,17.576438213325726,216,2021
GPP,36,36,5.245377121485511,0.5772636549501206,11.579908889485285,217,2021
GPP,37,37,9.798561645172308,1.284292571506293,20.55325029704408,218,2021
GPP,38,38,7.718913048291961,0.8747199001483396,17.040485759624925,219,2021
GPP,39,39,7.5282776757060175,0.7980098533011353,18.222518077548305,220,2021
GPP,40,40,6.350796247338362,0.48328615973627903,16.153476668325673,221,2021
GPP,41,41,6.681056182145227,0.5787254478442844,16.75900025974141,222,2021
GPP,42,42,6.682123663903592,0.5812460055017813,16.689205043225574,223,2021
GPP,43,43,7.096506221847179,0.5720391866958621,16.45426789370843,224,2021
GPP,44,44,6.849995424324957,0.6112162476977481,17.317260839270812,225,2021
GPP,45,45,7.742419277386217,0.7223369289262018,18.54247751744533,226,2021
GPP,46,46,9.72010088263551,1.053980426049685,20.183098310570116,227,2021
GPP,47,47,11.838938088415052,1.4356256975352006,23.66894800296097,228,2021
GPP,48,48,9.384838662486095,1.5530266963245039,19.94432080979246,229,2021
GPP,49,49,10.768694282032392,1.0357883937765726,24.996527989304163,230,2021
GPP,50,50,8.143227272339072,0.9034859953799199,19.856607881630218,231,2021
GPP,51,51,9.214206172945158,1.5058395535481832,19.97201755679951,232,2021
GPP,52,52,9.868854515255528,1.7122840112253546,20.140377077118206,233,2021
GPP,53,53,12.576542791877497,2.785537286855685,24.727243973470284,235,2021
GPP,54,54,9.814101404235227,2.085020893548979,19.649120373351433,236,2021
